Año;Mes de choque;Rango horario;Cantidad de lesionados;Lugar del accidente;Coordenada X;Coordenada Y
2016;Diciembre;12:00 a 17:59;1;MORENO 1900;5438845,31;6353747,97
2016;Diciembre;12:00 a 17:59;1;BATLLE Y ORDOÑEZ Y SADI CARNOT;5439403,21;6348041,09
2016;Noviembre;12:00 a 17:59;1;CERRITO Y GUATEMALA;5432985,52;6354152,48
2016;marzo;12:00 a 17:59;1;DORREGO Y URIBURU;5438223,805;6350008,855
2016;Junio;12:00 a 17:59;1;MARCOS PAZ Y PROVINCIAS UNIDAS;5433350,055;6355748,86
2016;marzo;12:00 a 17:59;1;PTE ROCA A Y RIOBAMBA;5439294,38;6353270,67
2016;Septiembre;12:00 a 17:59;1;FELIPE MORE Y JUNIN;5435095,77;6357093,09
2016;Diciembre;12:00 a 17:59;1;FONSECA Y ORIBE;5441712,98;6348970,95
2016;Diciembre;12:00 a 17:59;1;SAN JUAN 4560;5435821,34;6355490,26
2016;Julio;12:00 a 17:59;1;BUENOS AIRES Y MR ROSS;5439880,76;6350228,69
2016;Julio;12:00 a 17:59;1;ALVEAR Y SAN LUIS;5438722,07;6355006,5
2016;Noviembre;12:00 a 17:59;1;CORRIENTES Y SAN LORENZO;5439985,57;6355316,09
2016;Junio;12:00 a 17:59;1;JOSE INGENIEROS Y PROVINCIAS UNIDAS;5433232,89;6358186,44
2016;Noviembre;12:00 a 17:59;1;CERRITO Y NECOCHEA;5441282,03;6352994,82
2016;Noviembre;12:00 a 17:59;1;CULLEN Y MONTEVIDEO;5433721,44;6354833,93
2016;Noviembre;12:00 a 17:59;1;AYACUCHO Y MARCO POLO;5440596,74;6347868,61
2016;FEBRERO;12:00 a 17:59;1;AVELLANEDA Y MONTEVIDEO;5436267,52;6354690
2016;Junio;12:00 a 17:59;1;SARMIENTO Y SEGUI;5439579,82;6351353,9
2016;Agosto;12:00 a 17:59;1;27 DE FEBRERO Y TTE AGNETA;5434634,41;6353561,3
2016;Agosto;12:00 a 17:59;1;PEDRO LINO FUNES Y PELLEGRINI;5434462,94;6354736,42
2016;Agosto;12:00 a 17:59;1;FELIPE MORE Y SAN JUAN;5435139,45;6355595,43
2016;Septiembre;12:00 a 17:59;1;25 DE MAYO Y 27 DE FEBRERO;5432600,99;6353467,86
2016;Octubre;12:00 a 17:59;1;GUATEMALA Y TUCUMAN;5432880,74;6356455,94
2016;Noviembre;12:00 a 17:59;1;CARBALLO 300;5437654.792187923;6357629.325982138
2016;Abril;12:00 a 17:59;1;DARRAGUEIRA Y WASHINGTON;5435174,83;6359902,11
2016;Junio;12:00 a 17:59;1;AYACUCHO Y ESTADO DE ISRAEL;5440475,98;6349984,69
2016;Junio;12:00 a 17:59;2;AMENABAR Y AVELLANEDA;5435900,24;6352907,815
2016;marzo;12:00 a 17:59;1;27 DE FEBRERO Y GARZON;5434092,48;6353525,48
2016;Abril;12:00 a 17:59;1;AMENABAR Y ITALIA;5438827,21;6352304,73
2016;Abril;12:00 a 17:59;2;COCHABAMBA Y ITALIA;5439141,49;6353832,74
2016;Septiembre;12:00 a 17:59;1;BAIGORRIA Y ZELAYA;5434793,17;6360945,65
2016;Septiembre;12:00 a 17:59;1;MENDOZA Y SERVANDO BAYO;5435863,38;6355305
2016;Septiembre;12:00 a 17:59;2;CASILDA Y REPUBLICA DOMINICANA;5435477,4;6356935,97
2016;Julio;12:00 a 17:59;1;DEL HUERTO Y ENTRE RIOS;5440250,82;6355939,4
2016;Enero;12:00 a 17:59;1;BATTLE ORDOÑEZ Y ITALIA;5438433,2;6348005,96
2016;Enero;12:00 a 17:59;1;RONDEAU 200;5435726,499;6358653,479
2016;Junio;12:00 a 17:59;1;DONADO Y FOREST;5432029,8;6355203,54
2016;Agosto;12:00 a 17:59;1;CORRIENTES Y SAAVEDRA;5439213,19;6351561,69
2016;Octubre;12:00 a 17:59;1;H DE LA QUINTANA Y OVIDIO LAGOS;5436852,64;6348820,3
2016;Diciembre;12:00 a 17:59;1;CATAMARCA Y ITALIA;5439548,42;6355812,16
2016;Diciembre;12:00 a 17:59;1;EVA PERON Y SANCHEZ DE LORIA;5431526,84;6356793,8
2016;Agosto;12:00 a 17:59;2;27 DE FEBRERO Y RIO DE JANEIRO;5435878,27;6353442,78
2016;Septiembre;12:00 a 17:59;1;PARAGUAY Y SAN JUAN;5439718,73;6354671,88
2016;Octubre;12:00 a 17:59;1;ENTRE RIOS 978;5439994,84;6354773,31
2016;marzo;12:00 a 17:59;1;BIELSA Y MEJICO;5432735,48;6357424,79
2016;Junio;12:00 a 17:59;1;ALCORTA Y PTE QUINTANA;5437510,16;6351381,22
2016;Noviembre;12:00 a 17:59;2;MORENO Y SEGUI;5438416,83;6351592,91
2016;Noviembre;12:00 a 17:59;1;ANCHORIS Y SUPERI;5434480,11;6360542
2016;Abril;12:00 a 17:59;1;CRESPO Y OCAMPO;5437050,2;6353333,85
2016;Junio;12:00 a 17:59;1;OROÑO Y SALTA;5439067,26;6356045,745
2016;Agosto;12:00 a 17:59;1;PTE ROCA Y RIOJA;5439647,47;6354985,87
2016;Agosto;12:00 a 17:59;1;AYACUCHO Y MONTEVIDEO;5441157,39;6353684,45
2016;Diciembre;12:00 a 17:59;1;9 DE JULIO Y SANTIAGO;5438484,51;6354499,33
2016;Agosto;12:00 a 17:59;1;FRAGATA SARMIENTO Y OVIDIO LAGOS;5437122,42;6350264,85
2016;Septiembre;12:00 a 17:59;1;SANTA FE Y VALPARAISO;5436266,72;6355971,53
2016;Enero;12:00 a 17:59;1;BERUTI Y RIOBAMBA;5441638,12;6352789,04
2016;Enero;12:00 a 17:59;1;MATIENZO Y SEGUI;5435164,41;6352273,945
2016;Abril;12:00 a 17:59;1;3 DE FEBRERO Y PTE ROCA;5439529,09;6354408,47
2016;Junio;12:00 a 17:59;1;MAGALLANES Y VELEZ SARSFIELD;5434047,52;6357227,32
2016;Junio;12:00 a 17:59;1;CAMILO ALDAO Y VELEZ SARSFIELD;5434852;6357260,33
2016;Agosto;12:00 a 17:59;1;HUERTA GRANDE Y VALENTIN GOMEZ;5434558,42;6361917,11
2016;Septiembre;12:00 a 17:59;1;AVELLANEDA Y MENDOZA;5436372,66;6355200,03
2016;Septiembre;12:00 a 17:59;1;ALSINA Y OCAMPO;5436285,42;6353491,88
2016;Octubre;12:00 a 17:59;1;BAIGORRIA Y RONDEAU;5435127,09;6361033,77
2016;FEBRERO;12:00 a 17:59;2;ESQUIVEL Y NETRI;5434401,78;6359360,52
2016;Abril;12:00 a 17:59;2;SAN LORENZO Y VALPARAISO;5436288,18;6356075,14
2016;FEBRERO;12:00 a 17:59;4;SAN LORENZO Y SAN NICOLAS;5437179,37;6355890,98
2016;Noviembre;12:00 a 17:59;1;GURRUCHAGA Y RONDEAU;5435524,09;6359533,78
2016;Enero;12:00 a 17:59;1;ARENALES Y VERA MUJICA;5437988,56;6357249,85
2016;Septiembre;12:00 a 17:59;1;SEGUI 1999;5438424,02;6351564,18
2016;Octubre;12:00 a 17:59;1;CORDOBA 611;5440956,9;6354815,42
2016;Octubre;12:00 a 17:59;1;CASEROS Y VENESIA;5438025,51;6356977,13
2016;Diciembre;12:00 a 17:59;1;PTE PERON 5400;5434877,44;6353362,17
2016;Agosto;12:00 a 17:59;1;CAMPBELL Y GABOTO;5433904,4;6352878,92
2016;Septiembre;12:00 a 17:59;1;ALSINA Y LAVALLE;;
2016;Octubre;12:00 a 17:59;1;PELLEGRINI Y PERU;5433512,26;6354699,55
2016;FEBRERO;12:00 a 17:59;1;LITUANIA Y ROMA;5441892,12;6348985,14
2016;Noviembre;12:00 a 17:59;1;DORREGO Y SAN LORENZO;5439341,51;6355446,2
2016;Noviembre;12:00 a 17:59;1;DEAN FUNES Y HERMANA PAULA;5431790,19;6352529,66
2016;Enero;12:00 a 17:59;1;SAN JUAN Y VALPARAISO;5436150,13;6355407,37
2016;Enero;12:00 a 17:59;1;SAN JUAN Y VERA MUJICA;5437551,1;6355118,11
2016;Junio;12:00 a 17:59;1;9 DE JULIO Y LAPRIDA;5440529,4;6354071,39
2016;Abril;12:00 a 17:59;1;DARRAGUEIRA 1100;5435261.973722466;6359632.759676375
2016;Octubre;12:00 a 17:59;1;PICHINCHA 100 BIS;5438219,57;6356504,48
2016;Agosto;12:00 a 17:59;1;BELGRANO Y SARGENTO CABRAL;5440716,36;6355339,25
2016;Septiembre;12:00 a 17:59;1;ANCHORENA Y RODRIGUEZ;5437344,78;6349194,92
2016;Diciembre;12:00 a 17:59;1;COCHABAMBA Y OROÑO;5438635,51;6353938,16
2016;Enero;12:00 a 17:59;1;27 DE FEBRERO 600;5440468,699;6352475,648
2016;marzo;12:00 a 17:59;1;PELLEGRINI Y PUEYRREDON;5438278,767;6354141,073
2016;Junio;12:00 a 17:59;1;OROÑO Y SAN LORENZO;5438959,875;6355524,13
2016;Agosto;12:00 a 17:59;1;EUDORO CARRASCO Y PUCCIO;5435823,48;6360834,85
2016;Diciembre;12:00 a 17:59;1;PELLEGRINI Y SAN MARTIN;5440215,94;6353744,88
2016;Diciembre;12:00 a 17:59;1;JUNIN Y SOLIS;5434161,76;6357056,94
2016;Diciembre;12:00 a 17:59;1;FRANCIA Y NUESTRA SRA DEL ROSARIO;5436660,54;6348909,16
2016;Julio;12:00 a 17:59;2;9 DE JULIO Y AVELLANEDA;5436323,57;6354945,94
2016;Enero;12:00 a 17:59;1;AVELLANEDA Y DEAN FUNES;5435821,62;6352526,155
2016;Enero;12:00 a 17:59;1;CANALS Y ESPAÑA;5438562,24;6350367,49
2016;Enero;12:00 a 17:59;1;GRANDOLI Y PAUNERO;5432099,02;6361524,97
2016;Abril;12:00 a 17:59;1;24 DE SETIEMBRE Y SANTA ISABEL;5436289,69;6351897,74
2016;Enero;12:00 a 17:59;1;GALVEZ Y PTE ROCA;5439163,18;6352633,96
2016;Julio;12:00 a 17:59;1;3 DE FEBRERO Y RIO DE JANEIRO;5436217,84;6355090,3
2016;Julio;12:00 a 17:59;1;PELLEGRINI 1200;5439929,66;6353780,08
2016;Enero;12:00 a 17:59;1;ANDRADE Y SARMIENTO;5439327,17;6349489,31
2016;Enero;12:00 a 17:59;1;BELGRANO Y CORDOBA;5441178,01;6354776,1
2016;Agosto;12:00 a 17:59;1;DORREGO 3434;5438571,84;6351781,82
2016;Septiembre;12:00 a 17:59;1;JUJUY Y OROÑO;5439094,56;6356178,3
2016;Octubre;12:00 a 17:59;1;MAIPU Y RIOJA;5440570,2;6354775,68
2016;Octubre;12:00 a 17:59;1;LAMADRID Y SERRANO;5440932,08;6349419,69
2016;Diciembre;12:00 a 17:59;3;DR RIVA Y SAN MARTIN;5439686,98;6350800,13
2016;Diciembre;12:00 a 17:59;1;JUAN PABLO II Y NEUQUEN;5432517.75;6355102.61
2016;Agosto;12:00 a 17:59;1;JOSE INGENIEROS 7800;5431657,39;6358140,49
2016;Diciembre;12:00 a 17:59;2;AMENABAR Y ITALIA;5438827,21;6352304,73
2016;Diciembre;12:00 a 17:59;1;24 DE SEPTIEMBRE Y CALLAO;5437499,42;6351648,75
2016;Julio;12:00 a 17:59;1;LINIERS Y SAN JUAN;5434676;6355576,97
2016;Noviembre;12:00 a 17:59;1;COCHABAMBA Y PROVINCIAS UNIDAS;5433404,69;6354562,74
2016;marzo;12:00 a 17:59;1;RONDEAU Y SORRENTO;5435582,56;6359311,215
2016;Junio;12:00 a 17:59;1;OVIDIO LAGOS Y SABATTINI;5437176,785;6350580,28
2016;Junio;12:00 a 17:59;1;24 DE SEPTIEMBRE Y SAN MARTIN;5439749,24;6351185,405
2016;Julio;12:00 a 17:59;1;ALSINA Y GABOTO;5436128,08;6352727,7
2016;Julio;12:00 a 17:59;1;PARAGUAY Y VIRASORO;5439266,76;6352480
2016;Enero;12:00 a 17:59;1;AYACUCHO Y CENTENARIO;5440565,34;6348612,85
2016;Abril;12:00 a 17:59;1;DR RIVAS Y PUEYRREDON;5437673,12;6351214,72
2016;Abril;12:00 a 17:59;1;PASCUAL ROSAS Y RIOBAMBA;5435473,18;6354058,97
2016;Junio;12:00 a 17:59;1;DARREGUEIRA Y IRIGOYEN;5434775;6361811,12
2016;Junio;12:00 a 17:59;1;SANTA FE 2600;5438421,448;6355542,315
2016;Septiembre;12:00 a 17:59;1;CORRIENTES Y PASCO;5439632,78;6353599,71
2016;Septiembre;12:00 a 17:59;1;GABOTO Y MATIENZO;5435140,09;6352926,01
2016;Diciembre;12:00 a 17:59;1;COCHABAMBA Y DORREGO;5439014,93;6353858,74
2016;Diciembre;12:00 a 17:59;1;ALSINA Y PELLEGRINI;5436496,39;6354510,52
2016;Julio;12:00 a 17:59;1;CORRIENTES Y MENDOZA;5439816,31;6354495,58
2016;Abril;12:00 a 17:59;1;DEL VALLE Y ESCALADA;5438203,29;6356669,81
2016;Junio;12:00 a 17:59;1;CORDOBA 2600;5438390,686;6355392,979
2016;Junio;12:00 a 17:59;1;NECOCHEA Y PASCO;5441334,3;6353249,11
2016;Enero;12:00 a 17:59;1;AMENABAR Y OVIDIO LAGOS;5437576,6;6352557,79
2016;Agosto;12:00 a 17:59;1;SAN JUAN Y VERA MUJICA;5437551,1;6355118,11
2016;Agosto;12:00 a 17:59;1;27 DE FEBRERO Y VERA MUJICA;5437151,13;6353181,08
2016;Septiembre;12:00 a 17:59;1;BIEDMA Y CORRIENTES;5439133,84;6351179,26
2016;Agosto;12:00 a 17:59;1;LINIERS Y PASCO;5434719,04;6354484,22
2016;Agosto;12:00 a 17:59;2;PELLEGRINI Y SARMIENTO;5440077,6;6353773,25
2016;Diciembre;12:00 a 17:59;1;BALCARCE Y TUCUMAN;5439140,8;6355759,53
2016;Julio;12:00 a 17:59;1;INTENDENTE LAMAS Y SORRENTO;5435091.42;6359289.32
2016;Noviembre;12:00 a 17:59;1;SAN MARTIN Y URIBURU;5439557,84;6350066,98
2016;marzo;12:00 a 17:59;1;RONDEAU Y WASHINGTON;5435410,58;6359963,723
2016;Julio;12:00 a 17:59;1;CASTAGNINO Y DARRAGUEIRA;5435061,37;6360337,38
2016;Enero;12:00 a 17:59;1;OROÑO Y URQUIZA;5438987,04;6355656,08
2016;Junio;12:00 a 17:59;1;RIO DE JANEIRO 770;5436357,416;6355842,541
2016;Agosto;12:00 a 17:59;1;CENTENO Y CONSTITUCION;5436121,36;6351401,73
2016;Agosto;12:00 a 17:59;1;FRANCIA Y GABOTO;5437146,78;6352517,55
2016;Noviembre;12:00 a 17:59;1;OVIDIO LAGOS Y SAN JUAN;5438059,68;6355013,22
2016;Junio;12:00 a 17:59;1;9 DE JULIO Y MARIANO MORENO;5438993,52;6354395,53
2016;Agosto;12:00 a 17:59;1;25 DE MAYO 4250;5433702,12;6351064,25
2016;Septiembre;12:00 a 17:59;1;LAPLACE Y VILA;5434304,6;6360033,71
2016;Septiembre;12:00 a 17:59;1;VELEZ SARFIELD 1085;5436493,16;6357320,96
2016;Julio;12:00 a 17:59;1;27 DE FEBRERO Y MATIENZO;5435115,54;6353578,8
2016;Noviembre;12:00 a 17:59;1;BUENOS AIRES Y CENTENARIO;5439737,53;6348577,37
2016;Enero;12:00 a 17:59;1;PTE ROCA Y VIAMONTE;5439241,89;6353016,36
2016;Abril;12:00 a 17:59;1;MENDOZA Y SANCHEZ DE LORIA;5431572,635;6355623,84
2016;Abril;12:00 a 17:59;1;GARZON 2325;5434093.130285632;6353898.3815439325
2016;Junio;12:00 a 17:59;1;RIO DE JANEIRO Y PTE PERON;5435929,72;6353692,265
2016;Septiembre;12:00 a 17:59;1;AMENABAR Y IRIONDO;5436791,79;6352723,72
2016;Septiembre;12:00 a 17:59;1;SAN LUIS 900;5440528,7;6354651,06
2016;Diciembre;12:00 a 17:59;2;ECHEVERRIA Y CARBALLO;5437120,04;6357679,63
2016;Agosto;12:00 a 17:59;2;PTE QUINTANA Y SANTIAGO;5437828,26;6351315,75
2016;Agosto;12:00 a 17:59;1;ESPAÑA Y RUEDA;5438981,31;6352406,02
2016;Septiembre;12:00 a 17:59;1;PELLEGRINI 931;5440293,4;6353705,38
2016;Octubre;12:00 a 17:59;1;OVIDIO LAGOS Y SEGUI;5437424,48;6351797,02
2016;Octubre;12:00 a 17:59;1;ESPAÑA Y URUGUAY;5438849,6;6351769,07
2016;Octubre;12:00 a 17:59;1;CASEROS Y VENESIA;5438025,51;6356977,13
2016;Enero;12:00 a 17:59;1;BIEDMA Y PUEYRREDON;5437726,54;6351469,03
2016;Enero;12:00 a 17:59;1;ZELAYA 2200;5434831,389;6360860,372
2016;FEBRERO;12:00 a 17:59;1;PTE ROCA Y RIOJA;5439647,47;6354985,87
2016;FEBRERO;12:00 a 17:59;2;SAN LORENZO Y SAN NICOLAS;5437179,37;6355890,98
2016;Junio;12:00 a 17:59;2;ALBERT SABIN Y GENOVA;5435325,658;6358393,492
2016;Noviembre;12:00 a 17:59;1;ESPAÑA Y URIBURU;5438491,49;6350020,45
2016;Noviembre;12:00 a 17:59;1;CENTENO Y OVIDIO LAGOS;5437298,42;6351159,47
2016;Julio;12:00 a 17:59;1;JUAN PABLO II Y PTE PERON;5433034,54;6352275,77
2016;marzo;12:00 a 17:59;1;LARREA Y RUEDA;5434890,14;6353176,12
2016;Junio;12:00 a 17:59;1;PTE ROCA Y SEGUI;5438927,89;6351487,96
2016;Abril;12:00 a 17:59;1;MILAN 1400;5438921.324685699;6350175.158022161
2016;Agosto;12:00 a 17:59;2;BIEDMA Y PTE ROCA;5438874,83;6351232,64
2016;Noviembre;12:00 a 17:59;1;JUAN MANUEL DE ROSAS Y MONTEVIDEO;5440748,53;6353767,92
2016;Abril;12:00 a 17:59;1;AYACUCHO Y SAAVEDRA;5440613,98;6351272,54
2016;Junio;12:00 a 17:59;1;GUATEMALA Y SAN LORENZO;5432891,33;6356236,97
2016;Septiembre;12:00 a 17:59;1;PTE ROCA Y URQUIZA;5439752,25;6355498,08
2016;Septiembre;12:00 a 17:59;2;ALEM Y URIBURU;5440283,51;6350101,8
2016;Noviembre;12:00 a 17:59;1;25 DE MAYO Y OVIDIO LAGOS;5436741,95;6348141,68
2016;Julio;12:00 a 17:59;3;HUERTA GRANDE Y LOS COCOS;5433739,92;6361879,36
2016;Enero;12:00 a 17:59;1;LAPRIDA Y ZABALLOS;5440498,79;6353943,48
2016;Abril;12:00 a 17:59;1;AMENABAR Y SAN MARTIN;5439875,93;6352089,235
2016;Abril;12:00 a 17:59;1;MARIANO MORENO Y SALTA;5439321,08;6355993,75
2016;Junio;12:00 a 17:59;1;3 DE FEBRERO Y CASTELLANOS;5436727,29;6354984,37
2016;Junio;12:00 a 17:59;1;25 DE MAYO Y SORRENTO;5432252,785;6359162,113
2016;Junio;12:00 a 17:59;1;CASTELLANOS Y CORDOBA;5436872,7;6355690,86
2016;Noviembre;12:00 a 17:59;1;J J PASO Y SABIN;5435560,62;6357933,73
2016;Julio;12:00 a 17:59;1;PASCO 6764;5433332,31;6354445,77
2016;marzo;12:00 a 17:59;1;COLON Y SAAVEDRA;5440788;6351237,84
2016;Septiembre;12:00 a 17:59;1;PELLEGRINI Y SAN MARTIN;5440215,94;6353744,88
2016;Diciembre;12:00 a 17:59;1;ALVEAR Y URQUIZA;5438861,4;6355681,26
2016;Diciembre;12:00 a 17:59;1;SANTIAGO Y URQUIZA;5438733,85;6355707,57
2016;Diciembre;12:00 a 17:59;1;DONADO 811;5432013,4;6356000,22
2016;Diciembre;12:00 a 17:59;1;CENTENO 4078;5435649,73;6351514,1
2016;Abril;12:00 a 17:59;1;9 DE JULIO Y BALCARCE;5438865,95;6354421,77
2016;Junio;12:00 a 17:59;1;GALVEZ Y MARIANO MORENO;5438652,87;6352739,1
2016;Junio;12:00 a 17:59;1;DORREGO Y SAAVEDRA;5438569,75;6351693,97
2016;Enero;12:00 a 17:59;1;CASIANO CASAS Y SUPERI;5433135,72;6360421,24
2016;Octubre;12:00 a 17:59;1;HILARION DE LA QUINTANA Y PUEYRREDON;5437463,51;6348836,72
2016;Diciembre;12:00 a 17:59;1;27 DE FEBRERO Y PROVINCIAS UNIDAS;5433447,29;6353501,45
2016;Diciembre;12:00 a 17:59;1;J J PASO Y OLAVARRIA;5434112,12;6357875,12
2016;Noviembre;12:00 a 17:59;1;CASEROS Y VENESIA;5438025,51;6356977,13
2016;Abril;12:00 a 17:59;1;ALBERDI Y AVELLANEDA;5436762,275;6357095,375
2016;Abril;12:00 a 17:59;1;RODRIGUEZ Y SAN LUIS;5438340,25;6355085,2
2016;Junio;12:00 a 17:59;1;PTE PERON Y TTE AGNETA;5434653,223;6353257,007
2016;Junio;12:00 a 17:59;1;PELLEGRINI 1800;5439150,333;6353940,017
2016;Junio;12:00 a 17:59;2;AYACUCHO Y CENTENO;5440521,82;6350495,25
2016;Junio;12:00 a 17:59;1;ECHEVERRIA Y JUNIN;5437138,73;6357159,6
2016;Agosto;12:00 a 17:59;1;27 DE FEBRERO Y CORRIENTES;5439448,82;6352708,74
2016;Octubre;12:00 a 17:59;1;CARRIEGO Y SAN LUIS;5435538,45;6355663,85
2016;Agosto;12:00 a 17:59;2;MITRE Y SEGUI;5439451,02;6351380,38
2016;Septiembre;12:00 a 17:59;1;MENDOZA Y SAN DIEGO;5441579,8;6354150
2016;Noviembre;12:00 a 17:59;1;MITRE 3050;5439579,73;6352083,72
2016;Noviembre;12:00 a 17:59;1;LAMADRID Y OVIDIO LAGOS;5436926,51;6349251,09
2016;Julio;12:00 a 17:59;2;AYOLAS Y JUAN MANUEL DE ROSAS;5440275,83;6351475,91
2016;Abril;12:00 a 17:59;1;AVELLANEDA Y LAS 3 VIAS;5436880,35;6357668,52
2016;Noviembre;12:00 a 17:59;1;BRASIL Y J J PASO;5432612,25;6357799,74
2016;Enero;12:00 a 17:59;1;COLOMBRES Y RIVAROLA;5432243;6352735,91
2016;FEBRERO;12:00 a 17:59;1;25 DE MAYO Y SAN MARTIN;5439056,55;6347208,15
2016;Abril;12:00 a 17:59;1;SOLIS Y TUCUMAN;5434182,02;6356506,79
2016;Junio;12:00 a 17:59;1;CONVENCION Y VIRASORO;5441608,61;6351998,25
2016;Junio;12:00 a 17:59;1;SUPERI Y UNION;5434286,64;6360490,37
2016;marzo;12:00 a 17:59;1;27 DE FEBRERO Y PTE ROCA;5439189,805;6352761,97
2016;Noviembre;12:00 a 17:59;1;25 DE MAYO Y AYACUCHO;5440677.849883937;6347406.876598163
2016;Noviembre;12:00 a 17:59;1;AVELLANEDA 3800;5435712,97;6351870,23
2016;Julio;12:00 a 17:59;1;CATAMARCA Y ENTRE RIOS;5440194,77;6355674,38
2016;Julio;12:00 a 17:59;1;AVELLANEDA 4600;5435650,64;6349856,39
2016;Septiembre;12:00 a 17:59;1;AVELLANEDA Y SEGUI;5435743,03;6352143,77
2016;marzo;12:00 a 17:59;1;LAPRIDA 6600;5439576,214;6347474,788
2016;Enero;12:00 a 17:59;1;OVIDIO LAGOS Y SAN LORENZO;5438197,89;6355680,82
2016;Abril;12:00 a 17:59;1;GENOVA Y ONESIMO LEGUIZAMON;5436592,22;6358443,12
2016;Enero;12:00 a 17:59;1;CASILDA Y LARREA;5434745,21;6356908,08
2016;Junio;12:00 a 17:59;1;ROULLION Y SEGUI;5434460,942;6352245,974
2016;Agosto;12:00 a 17:59;1;MENDOZA 9000;5429532,45;6355527,5
2016;Septiembre;12:00 a 17:59;1;PELLEGRINI Y PROVINCIAS UNIDAS;5433399,41;6354695,72
2016;Septiembre;12:00 a 17:59;1;PELLEGRINI Y VERA MUJICA;5437388,39;6354326,66
2016;Diciembre;12:00 a 17:59;2;AVELLANEDA Y CARBALLO;5436880,35;6357668,52
2016;Julio;12:00 a 17:59;1;3 DE FEBRERO Y ALEM;5441103,14;6354095,67
2016;Noviembre;12:00 a 17:59;1;ITALIA Y TUCUMAN;5439521,6;6355681,09
2016;Enero;12:00 a 17:59;1;CIRCUNVALACION Y JORGE NEWBERY;5432107,5;6359164,94
2016;marzo;12:00 a 17:59;1;ECUADOR Y FRENCH;5433048,31;6357658,28
2016;marzo;12:00 a 17:59;1;OVIDIOS LAGOS Y SAAVEDRA;5437450,03;6351924,28
2016;Junio;12:00 a 17:59;1;25 DE MAYO Y SAN MARTIN;5439056,549;6347208,148
2016;Octubre;12:00 a 17:59;1;HERRERA DR NICOLAS Y ZELAYA;5434908,28;6360512,38
2016;Julio;12:00 a 17:59;1;ADUANA Y GENOVA;5427824;6358094,89
2016;Abril;12:00 a 17:59;1;CAFFERATA Y GARIBALDI;5436349,59;6351221,59
2016;Julio;12:00 a 17:59;1;MITRE Y URQUIZA;5440274,03;6355390,28
2016;Enero;12:00 a 17:59;1;COLOMBRES Y GURRUCHAGA;5436259,73;6359727,8
2016;Agosto;12:00 a 17:59;1;AVELLANEDA Y GARAY;5435848,28;6352655,41
2016;Octubre;12:00 a 17:59;1;PELLEGRINI 4400;5435848,12;6354619,91
2016;Diciembre;12:00 a 17:59;1;27 DE FEBRERO Y PTE ROCA;5439189,8;6352761,97
2016;Agosto;12:00 a 17:59;1;AVELLANEDA Y CARBALLO;5436880,35;6357668,52
2016;Julio;12:00 a 17:59;1;GRAL SAVIO Y SAN MARTIN;5439445,24;6349427,07
2016;FEBRERO;12:00 a 17:59;1;BELGRANO Y PELLEGRINI;5441934,86;6353392,62
2016;Abril;12:00 a 17:59;1;SWIFT 801 BIS;5442377.3854392255;6349313.155983423
2016;Julio;12:00 a 17:59;1;NUESTRA SRA DEL ROSARIO Y MORENO;5438128,41;6348970,39
2016;Noviembre;12:00 a 17:59;1;LARREA Y MONTEVIDEO;5434825,97;6354876,82
2016;Enero;12:00 a 17:59;1;CENTENO Y IRIONDO;5436503,51;6351323,08
2016;marzo;12:00 a 17:59;1;OROÑO 4500;5437950,879;6350502,279
2016;marzo;12:00 a 17:59;1;SARMIENTO Y SEGUI;5439579,82;6351353,9
2016;Abril;12:00 a 17:59;1;ECHEVERRIA Y GORRITI;5437125,48;6357527,73
2016;Abril;12:00 a 17:59;1;CERRITO Y SARMIENTO;5439973,38;6353263,57
2016;marzo;12:00 a 17:59;1;MR ROSS Y PUEYRREDON;5437570,89;6350704,58
2016;Abril;12:00 a 17:59;1;CAMINO DE LOS GRANADEROS Y KENNEDY;5433711,522;6361253,862
2016;Junio;12:00 a 17:59;1;BUENOS AIRES Y SEGUI;5440091,35;6351248,73
2016;Junio;12:00 a 17:59;1;BUENOS AIRES Y E ZEBALLOS;5440637,49;6353910,84
2016;Septiembre;12:00 a 17:59;1;FRANCIA Y URIBURU;5436616,59;6349939,15
2016;Septiembre;12:00 a 17:59;1;ALSINA Y BIEDMA;5435945,63;6351835,57
2016;Septiembre;12:00 a 17:59;1;GUAYAQUIL Y TEMPERLEY;5435225,28;6361896,13
2016;Octubre;12:00 a 17:59;1;AVELLANEDA Y MENDOZA;5436372,66;6355200,03
2016;Julio;12:00 a 17:59;1;ESPAÑA Y SEGUI;5438797,6;6351514,67
2016;Noviembre;12:00 a 17:59;1;25 DE MAYO Y JUAN B JUSTO;5432281,57;6358390,53
2016;marzo;12:00 a 17:59;1;AGRELO Y BAIGORRIA;5435258,63;6361068,72
2016;Abril;12:00 a 17:59;1;25 DE MAYO Y SAN MARTIN;5439056,549;6347208,148
2016;Noviembre;12:00 a 17:59;1;ANCHORENA Y SERRANO;5440935,2;6349345,56
2016;Junio;12:00 a 17:59;1;MAGALLANES Y SANTA FE;5434089,34;6356153,27
2016;Octubre;12:00 a 17:59;1;MORENO Y TUCUMAN;5439267,58;6355733,41
2016;Diciembre;12:00 a 17:59;1;SCHWEITZER 7600;5432106,91;6358599,07
2016;Diciembre;12:00 a 17:59;1;BOLIVIA Y OCAMPO;5433324.47;6353644.24
